form	lemma_def	pos	type	feats	src_mot
desevrout	dessevrer	VERcjg	conjugue	_	
desevrout	suivre	VERcjg	conjugue	_	
desevrout	sevrer	VERcjg	conjugue	_	
desfeit	défaire	VERcjg	conjugue	_	
desfenderont	défendre	VERcjg	conjugue	VerbForm=Fin	
desferge	desferger	VERcjg	conjugue	_	
desfraudés	défrauder	VERppe	participe passe	_	
desfrit	défrire	VERcjg	conjugue	_	
desfublad	desfubler	VERppe	participe passe	_	
desgarni	dégarnir	VERppe	participe passe	VerbForm=Part|Tense=Past	
desgarnie	dégarnir	VERppe	participe passe	_	
desgarny	dégarnir	VERppe	participe passe	_	
desgeüne	déjeuner	VERcjg	conjugue	_	
desgeüne	dîner	VERcjg	conjugue	_	
desgeunent	déjeuner	VERcjg	conjugue	_	
desguisees	déguiser	VERcjg	conjugue	_	
deshabitée	déshabiter	VERcjg	conjugue	_	
deshaitéé	deshaitier	VERppe	participe passe	_	
deshaités	deshaitier	VERppe	participe passe	_	
desheitee	deshaitier	VERppe	participe passe	_	
desheitez	deshaitier	VERppe	participe passe	_	
desheitez	haiter	VERppe	participe passe	_	
desherete	déshériter	VERcjg	conjugue	VerbForm=Fin	
desheryta	déshériter	VERcjg	conjugue	_	
desherytee	déshériter	VERppe	participe passe	_	
desherytez	déshériter	VERppe	participe passe	_	
deshete	deshaitier	VERcjg	conjugue	VerbForm=Fin	
deshetiez	deshaitier	VERppe	participe passe	_	
deshoneure	déshonorer	VERcjg	conjugue	_	
deshonnouree	déshonorer	VERppe	participe passe	_	
deshonnourez	déshonorer	VERppe	participe passe	_	
deshonoree	déshonorer	VERppe	participe passe	_	
deshouzéz	deshouser	VERppe	participe passe	_	
deshunuréés	déshonorer	VERcjg	conjugue	_	
desirad	désirer	VERppe	participe passe	_	
desírad	désirer	VERppe	participe passe	_	
desirans	désirer	VERppa	ppa	_	
désirans	désirer	VERppa	ppa	_	
desirante	désirer	VERppa	ppa	_	
desiranz	désirer	VERppa	ppa	VerbForm=Part|Tense=Pres	
desiraunt	désirer	VERcjg	conjugue	_	
desiraunt	déchirer	VERcjg	conjugue	_	
desired	désirer	VERppe	participe passe	_	
desired	déchirer	VERppe	participe passe	_	
desirée	désirer	VERppe	participe passe	_	
desirés	désirer	VERcjg	conjugue	_	
desiretés	déshériter	VERppe	participe passe	VerbForm=Part|Tense=Past	
desiréz	désirer	VERppe	participe passe	_	
desiriter	déshériter	VERinf	infinitif	_	
desiroye	désirer	VERcjg	conjugue	_	
desirret	désirer	VERppe	participe passe	_	
desirret	désirer	VERcjg	conjugue	_	
desirrét	désirer	VERcjg	conjugue	_	
desirrét	désirer	VERppe	participe passe	_	
desirrot	désirer	VERcjg	conjugue	_	
desjoie	jouer	VERcjg	conjugue	_	
desjoie	jouir	VERcjg	conjugue	_	
desjoie	éjouir	VERcjg	conjugue	_	
desjoie	déchoir	VERcjg	conjugue	_	
desjoie	joyer	VERcjg	conjugue	_	
desjoinctes	desjoindre	VERcjg	conjugue	_	
deslaçat	délacer	VERcjg	conjugue	VerbForm=Fin	
desliat	délier	VERcjg	conjugue	VerbForm=Fin	
deslibera	délibérer	VERcjg	conjugue	_	
deslibera	libérer	VERcjg	conjugue	_	
deslibera	délivrer	VERcjg	conjugue	_	
deslicent	deslicier	VERcjg	conjugue	VerbForm=Fin	
deslicent	élire	VERcjg	conjugue	_	
deslicent	licher	VERcjg	conjugue	_	
desliee	délier	VERppe	participe passe	VerbForm=Part|Tense=Past	
deslïés	délier	VERppe	participe passe	_	
desliet	délier	VERcjg	conjugue	_	
desloga	déloger	VERcjg	conjugue	_	
desloge	déloger	VERcjg	conjugue	_	
deslogeoit	déloger	VERcjg	conjugue	_	
deslogèrent	déloger	VERcjg	conjugue	_	
deslogié	déloger	VERppe	participe passe	_	
deslogierent	déloger	VERcjg	conjugue	VerbForm=Fin	
deslogièrent	déloger	VERcjg	conjugue	_	
deslogièrent	loger	VERcjg	conjugue	_	
deslogiés	déloger	VERppe	participe passe	VerbForm=Part|Tense=Past	
desloiaultei	déloyauter	VERcjg	conjugue	_	
desloiez	délier	VERppe	participe passe	_	
desloiez	deslouer	VERppe	participe passe	_	
desloiez	délayer	VERppe	participe passe	_	
desloiez	lier	VERppe	participe passe	_	
desloiez	louer	VERppe	participe passe	_	
desloiez	déloger	VERppe	participe passe	_	
desloja	déloger	VERcjg	conjugue	_	
deslouèrent	deslouer	VERcjg	conjugue	_	
desmaillez	démailler	VERppe	participe passe	_	
desmenbre	membrer	VERcjg	conjugue	_	
desmeslés	démêler	VERppe	participe passe	_	
desmesurés	démesurer	VERcjg	conjugue	_	
desmeu	démouvoir	VERppe	participe passe	_	
desmouvoir	démouvoir	VERinf	infinitif	_	
desnaturee	dénaturer	VERppe	participe passe	_	
desnuent	dénuer	VERcjg	conjugue	_	
desnuera	dénuer	VERcjg	conjugue	_	
desnye	dénier	VERppe	participe passe	_	
desobeir	désobéir	VERinf	infinitif	_	
desobey	désobéir	VERcjg	conjugue	_	
desola	désoler	VERcjg	conjugue	_	
desolee	désoler	VERppe	participe passe	_	
désolée	désoler	VERppe	participe passe	_	
désoler	désoler	VERinf	infinitif	_	
désolés	désoler	VERppe	participe passe	_	
desolez	désoler	VERcjg	conjugue	_	
desollee	désoler	VERppe	participe passe	_	
desollée	désoler	VERppe	participe passe	_	
desonur	desonner	VERcjg	conjugue	_	
desordenees	désordonner	VERppe	participe passe	_	
desordenées	désordonner	VERppe	participe passe	_	
desordenés	désordonner	VERppe	participe passe	_	
desordonnent	désordonner	VERcjg	conjugue	_	
desordonnés	désordonner	VERppe	participe passe	_	
desordonnez	désordonner	VERppe	participe passe	_	
desordonnéz	désordonner	VERppe	participe passe	_	
desotrei	octroyer	VERcjg	conjugue	_	
desparpeilat	desparpiller	VERcjg	conjugue	VerbForm=Fin	
despartent	départir	VERcjg	conjugue	_	
despartez	départir	VERcjg	conjugue	_	
desparti	départir	VERcjg	conjugue	_	
despartirez	départir	VERcjg	conjugue	_	
despartirez	partir	VERcjg	conjugue	_	
despartit	départir	VERcjg	conjugue	_	
despartoient	départir	VERcjg	conjugue	_	
despeça	dépecer	VERcjg	conjugue	_	
despeça	dépêcher	VERcjg	conjugue	_	
despecée	dépecer	VERppe	participe passe	_	
despeceroit	dépecer	VERcjg	conjugue	_	
despechast	dépecer	VERcjg	conjugue	_	
despechast	dépêcher	VERcjg	conjugue	_	
despecié	dépecer	VERppe	participe passe	_	
despecies	dépecer	VERppe	participe passe	_	
despeçoient	dépecer	VERcjg	conjugue	_	
despeeschier	dépêcher	VERinf	infinitif	_	
despeiret	despérer	VERppe	participe passe	_	
despeiret	despérer	VERcjg	conjugue	_	
despeiret	espérer	VERppe	participe passe	_	
despeiret	espérer	VERcjg	conjugue	_	
despeiret	despire	VERppe	participe passe	_	
despeiret	despire	VERcjg	conjugue	_	
despeiret	déparer	VERppe	participe passe	VerbForm=Fin	
despeiret	déparer	VERcjg	conjugue	VerbForm=Fin	
despeiret	départir	VERppe	participe passe	_	
despeiret	départir	VERcjg	conjugue	_	
despeis	despire	VERcjg	conjugue	_	
despeis	peser	VERcjg	conjugue	_	
despeis	despérer	VERcjg	conjugue	_	
despend	dépendre	VERcjg	conjugue	_	
despéndez	dépendre	VERppe	participe passe	_	
despendrë	dépendre	VERinf	infinitif	_	
despendrë	pendre	VERinf	infinitif	_	
despendue	dépendre	VERppe	participe passe	_	
despendues	dépendre	VERppe	participe passe	_	
despenduez	dépendre	VERcjg	conjugue	_	
despenduez	pendre	VERcjg	conjugue	_	
despendut	dépendre	VERppe	participe passe	_	
despersunent	despersonner	VERcjg	conjugue	VerbForm=Fin	
despeschez	dépêcher	VERcjg	conjugue	_	
despirent	despire	VERcjg	conjugue	_	
despirra	despire	VERcjg	conjugue	_	
despiseient	despiser	VERcjg	conjugue	_	
despiseient	despire	VERcjg	conjugue	_	
despiseit	despiser	VERcjg	conjugue	_	
despít	despire	VERppe	participe passe	_	
despitanz	dépiter	VERppa	ppa	_	
despitanz	despiser	VERppa	ppa	_	
despitat	dépiter	VERcjg	conjugue	VerbForm=Fin	
despitee	dépiter	VERppe	participe passe	_	
despités	dépiter	VERppe	participe passe	_	
despitet	dépiter	VERcjg	conjugue	_	
despitiet	dépiter	VERcjg	conjugue	_	
despitiet	dépecer	VERcjg	conjugue	_	
despitiez	dépiter	VERppe	participe passe	_	
despitiez	despire	VERppe	participe passe	_	
despitiez	despiser	VERppe	participe passe	_	
despitiez	dépecer	VERppe	participe passe	_	
desplaisans	déplaire	VERppa	ppa	_	
desplaisent	déplaire	VERcjg	conjugue	_	
desplaisoit	déplaire	VERcjg	conjugue	_	
desplaisse	déplaire	VERcjg	conjugue	_	
desplaist	déplaire	VERcjg	conjugue	_	
desplee	déployer	VERcjg	conjugue	_	
despleise	déplaire	VERcjg	conjugue	VerbForm=Fin	
desplese	déplaire	VERcjg	conjugue	_	
desplest	déplaire	VERcjg	conjugue	VerbForm=Fin	
despleu	déplaire	VERppe	participe passe	_	
despleü	déplaire	VERppe	participe passe	_	
despleurent	déplorer	VERcjg	conjugue	_	
despleust	déplaire	VERcjg	conjugue	_	
despleüst	déplaire	VERcjg	conjugue	VerbForm=Fin	
despleut	déplaire	VERcjg	conjugue	_	
desploïe	déployer	VERppe	participe passe	_	
desploiée	déployer	VERppe	participe passe	_	
desploiez	déployer	VERppe	participe passe	VerbForm=Part|Tense=Past	
desplot	déplaire	VERcjg	conjugue	VerbForm=Fin	
desplout	déplaire	VERcjg	conjugue	_	
desplut	déplaire	VERppe	participe passe	_	
despoillereit	dépouiller	VERcjg	conjugue	_	
despoire	despérer	VERcjg	conjugue	VerbForm=Fin	
despollent	dépouiller	VERcjg	conjugue	_	
despont	despondre	VERcjg	conjugue	_	
desportee	déporter	VERppe	participe passe	_	
despotée	despotiser	VERppe	participe passe	_	
despouillie	dépouiller	VERppe	participe passe	_	
despoulla	dépouiller	VERcjg	conjugue	_	
despoullees	dépouiller	VERppe	participe passe	_	
despouller	dépouiller	VERinf	infinitif	_	
despoullerent	dépouiller	VERcjg	conjugue	_	
despoullerons	dépouiller	VERcjg	conjugue	_	
despoullié	dépouiller	VERppe	participe passe	_	
despoullieroient	dépouiller	VERcjg	conjugue	_	
despoulloient	dépouiller	VERcjg	conjugue	_	
despourveu	dépourvoir	VERppe	participe passe	_	
despourveuz	dépourvoir	VERppe	participe passe	_	
desprisé	dépriser	VERppe	participe passe	_	
despriser	dépriser	VERinf	infinitif	_	
desprisiée	dépriser	VERppe	participe passe	_	
despuceller	dépuceler	VERinf	infinitif	_	
despuillad	dépouiller	VERcjg	conjugue	_	
despuillad	piller	VERcjg	conjugue	_	
desputad	députer	VERcjg	conjugue	_	
desputád	députer	VERppe	participe passe	_	
desqueuvrent	découvrir	VERcjg	conjugue	_	
desqueuvrent	couvrir	VERcjg	conjugue	_	
desracinees	déraciner	VERppe	participe passe	_	
desreé	desroyer	VERppe	participe passe	_	
desrenget	déranger	VERcjg	conjugue	VerbForm=Fin	
desriés	rire	VERppe	participe passe	_	
desriés	terrer	VERppe	participe passe	_	
desriés	dire	VERppe	participe passe	_	
desriglee	dérégler	VERppe	participe passe	_	
desrobés	dérober	VERppe	participe passe	_	
desrompant	dérompre	VERcjg	conjugue	_	
desrompent	dérompre	VERcjg	conjugue	_	
desrompi	dérompre	VERppe	participe passe	_	
desrompirent	dérompre	VERcjg	conjugue	_	
desrompu	dérompre	VERppe	participe passe	_	
desronpent	dérompre	VERcjg	conjugue	VerbForm=Fin	
desroullist	rouler	VERcjg	conjugue	_	
desrouperrent	desrouper	VERcjg	conjugue	VerbForm=Fin	
desroutees	dérouter	VERppe	participe passe	_	
desroy	desroyer	VERcjg	conjugue	_	
desroyé	desroyer	VERppe	participe passe	_	
desroyent	desroyer	VERcjg	conjugue	_	
desrumpt	dérompre	VERcjg	conjugue	VerbForm=Fin	
desrute	dérouter	VERcjg	conjugue	_	
desrute	dérompre	VERcjg	conjugue	_	
desrute	ruter	VERcjg	conjugue	_	
desrute	dérouter	VERcjg	conjugue	VerbForm=Fin	
dessaisie	dessaisir	VERppe	participe passe	_	
dessaisisent	dessaisir	VERcjg	conjugue	VerbForm=Fin	
dessceu	dessavoir	VERppe	participe passe	_	
desseivrent	dessevrer	VERcjg	conjugue	_	
desseivrent	sevrer	VERcjg	conjugue	_	
dessend	descendre	VERcjg	conjugue	VerbForm=Fin	
dessendoit	descendre	VERcjg	conjugue	_	
dessendue	descendre	VERppe	participe passe	_	
desservie	desservir	VERppe	participe passe	VerbForm=Part|Tense=Past	
desservira	desservir	VERcjg	conjugue	_	
desserviray	desservir	VERcjg	conjugue	_	
desservit	desservir	VERppe	participe passe	_	
desservy	desservir	VERppe	participe passe	_	
desset	dire	VERppe	participe passe	_	
desset	savoir	VERppe	participe passe	_	
desset	seoir	VERppe	participe passe	_	
desset	desservir	VERppe	participe passe	_	
desset	dessavoir	VERppe	participe passe	_	
desset	décevoir	VERppe	participe passe	_	
desset	descendre	VERppe	participe passe	_	
desseverroit	dessevrer	VERcjg	conjugue	_	
desseverroit	sevrer	VERcjg	conjugue	_	
desseverroit	décevoir	VERcjg	conjugue	_	
dessevrat	dessevrer	VERcjg	conjugue	_	
dessevrat	sevrer	VERcjg	conjugue	_	
dessevrat	suivre	VERcjg	conjugue	_	
dessevrat	dessevrer	VERcjg	conjugue	VerbForm=Fin	
dessevrat	décevoir	VERcjg	conjugue	_	
dessevrée	dessevrer	VERppe	participe passe	_	
dessevréz	dessevrer	VERppe	participe passe	_	
dessieent	desseoir	VERcjg	conjugue	VerbForm=Fin	
dessirad	désirer	VERppe	participe passe	_	
dessirad	déchirer	VERppe	participe passe	_	
dessirad	être	VERppe	participe passe	_	
dessire	déchirer	VERcjg	conjugue	VerbForm=Fin	
dessiré	déchirer	VERppe	participe passe	_	
dessired	déchirer	VERcjg	conjugue	_	
dessired	désirer	VERcjg	conjugue	_	
dessirez	déchirer	VERppe	participe passe	_	
dessoivrent	dessevrer	VERcjg	conjugue	VerbForm=Fin	
destaint	déteindre	VERcjg	conjugue	VerbForm=Fin	
destempred	détremper	VERcjg	conjugue	_	
destempret	détremper	VERcjg	conjugue	_	
destendés	tendre	VERcjg	conjugue	_	
destendés	étendre	VERcjg	conjugue	_	
destendrait	détenir	VERcjg	conjugue	_	
destendrait	tendre	VERcjg	conjugue	_	
destinéd	destiner	VERppe	participe passe	_	
destinée	destiner	VERppe	participe passe	_	
destineies	destiner	VERppe	participe passe	_	
destineit	destiner	VERcjg	conjugue	_	
destineit	détenir	VERcjg	conjugue	_	
destituee	destituer	VERppe	participe passe	_	
destorneir	détourner	VERinf	infinitif	_	
destorneir	tourner	VERinf	infinitif	_	
destot	détordre	VERcjg	conjugue	_	
destourbe	détourber	VERcjg	conjugue	_	
destourbé	détourber	VERppe	participe passe	_	
destourbee	détourber	VERppe	participe passe	VerbForm=Part|Tense=Past	
destourbera	détourber	VERcjg	conjugue	_	
destourbier	détourber	VERinf	infinitif	VerbForm=Inf	
destourna	détourner	VERcjg	conjugue	VerbForm=Fin	
destourne	détourner	VERcjg	conjugue	VerbForm=Fin	
destourneront	détourner	VERcjg	conjugue	_	
destournés	détourner	VERppe	participe passe	_	
destournez	détourner	VERppe	participe passe	_	
destranpre	détremper	VERcjg	conjugue	VerbForm=Fin	
destreinent	détraîner	VERcjg	conjugue	_	
destreinent	destreindre	VERcjg	conjugue	_	
destreinent	étreindre	VERcjg	conjugue	_	
destreinent	traîner	VERcjg	conjugue	_	
destreinent	étrenner	VERcjg	conjugue	_	
destreinent	destiner	VERcjg	conjugue	_	
destreingnot	destreindre	VERcjg	conjugue	_	
destreínst	destreindre	VERcjg	conjugue	_	
destrempees	détremper	VERppe	participe passe	_	
destrempet	détremper	VERcjg	conjugue	_	
destrés	destrer	VERppe	participe passe	_	
destreygnoit	destreindre	VERcjg	conjugue	_	
destroignoit	destreindre	VERcjg	conjugue	_	
destroinnoit	destreindre	VERcjg	conjugue	_	
destroussa	détrousser	VERcjg	conjugue	_	
destroussast	détrousser	VERcjg	conjugue	_	
destroussé	détrousser	VERppe	participe passe	_	
destrousser	détrousser	VERinf	infinitif	_	
destrousserent	détrousser	VERcjg	conjugue	_	
destroussèrent	détrousser	VERcjg	conjugue	_	
destrousserons	détrousser	VERcjg	conjugue	_	
destroussés	détrousser	VERcjg	conjugue	_	
destroussez	détrousser	VERppe	participe passe	_	
destrui	détruire	VERcjg	conjugue	_	
destruie	détruire	VERcjg	conjugue	VerbForm=Fin	
destruient	détruire	VERcjg	conjugue	VerbForm=Fin	
destruíes	détruire	VERcjg	conjugue	_	
destruira	détruire	VERcjg	conjugue	VerbForm=Fin	
destruirai	détruire	VERcjg	conjugue	_	
destruirái	détruire	VERppe	participe passe	_	
destruíre	détruire	VERcjg	conjugue	_	
destruirent	détruire	VERcjg	conjugue	_	
destruiroit	détruire	VERcjg	conjugue	VerbForm=Fin	
destruisent	détruire	VERcjg	conjugue	_	
destruist	détruire	VERcjg	conjugue	VerbForm=Fin	
destruíst	détruire	VERcjg	conjugue	_	
destruistrent	détruire	VERcjg	conjugue	_	
destruístrent	détruire	VERcjg	conjugue	_	
destruít	détruire	VERcjg	conjugue	_	
destruíte	détruire	VERcjg	conjugue	_	
destruittes	détruire	VERcjg	conjugue	_	
destruium	détruire	VERcjg	conjugue	VerbForm=Fin	
destruíz	détruire	VERppe	participe passe	_	
destruizoient	détruire	VERcjg	conjugue	_	
destrusouent	détruire	VERcjg	conjugue	_	
destrusouent	détrousser	VERcjg	conjugue	_	
destrut	détruire	VERcjg	conjugue	_	
destruyre	détruire	VERinf	infinitif	_	
destruyt	détruire	VERcjg	conjugue	_	
desturbad	détourber	VERcjg	conjugue	_	
desturbéé	détourber	VERppe	participe passe	_	
desvaler	dévaler	VERinf	infinitif	_	
desvesti	dévêtir	VERcjg	conjugue	_	
desvestu	dévêtir	VERppe	participe passe	VerbForm=Part|Tense=Past	
desvoleppent	développer	VERcjg	conjugue	_	
desvoye	dévoyer	VERcjg	conjugue	_	
desvoyer	dévoyer	VERinf	infinitif	_	
desvoyerent	dévoyer	VERcjg	conjugue	_	
desvoyez	dévoyer	VERppe	participe passe	_	
detanra	détenir	VERcjg	conjugue	VerbForm=Fin	
detenant	détenir	VERppa	ppa	_	
detenist	détenir	VERcjg	conjugue	_	
detenoie	détenir	VERcjg	conjugue	VerbForm=Fin	
detenoit	détenir	VERcjg	conjugue	_	
detenu	détenir	VERppe	participe passe	VerbForm=Part|Tense=Past	
detenus	détenir	VERppe	participe passe	_	
détenus	détenir	VERppe	participe passe	_	
deteres	déterrer	VERcjg	conjugue	_	
determinéd	déterminer	VERppe	participe passe	_	
determinees	déterminer	VERppe	participe passe	_	
detestoies	détester	VERcjg	conjugue	_	
deteur	détordre	VERppe	participe passe	_	
detiegne	détenir	VERcjg	conjugue	VerbForm=Fin	
detiegne	détenir	VERcjg	conjugue	_	
detient	détenir	VERcjg	conjugue	VerbForm=Fin	
détient	détenir	VERcjg	conjugue	_	
detinee	destiner	VERppe	participe passe	_	
detint	détenir	VERcjg	conjugue	VerbForm=Fin	
détint	détenir	VERppe	participe passe	_	
detoerst	détordre	VERcjg	conjugue	VerbForm=Fin	
detoerst	détordre	VERcjg	conjugue	_	
detort	détordre	VERcjg	conjugue	VerbForm=Fin	
detortez	détordre	VERcjg	conjugue	_	
detraient	détraire	VERcjg	conjugue	_	
detrainer	détraîner	VERinf	infinitif	_	
detraist	détraire	VERcjg	conjugue	_	
detrancha	détrancher	VERcjg	conjugue	_	
detranchee	détrancher	VERppe	participe passe	_	
detranchent	détrancher	VERcjg	conjugue	VerbForm=Fin	
detrancherai	détrancher	VERcjg	conjugue	_	
detranchiee	détrancher	VERppe	participe passe	_	
detrenchad	détrancher	VERcjg	conjugue	_	
detrenchad	trancher	VERcjg	conjugue	_	
detrenché	détrancher	VERppe	participe passe	_	
detrenchereit	détrancher	VERcjg	conjugue	_	
detrenchereit	trancher	VERcjg	conjugue	_	
detrencherent	détrancher	VERcjg	conjugue	_	
detrenchíer	détrancher	VERinf	infinitif	_	
detrenchiér	détrancher	VERppe	participe passe	_	
detrestrent	traire	VERcjg	conjugue	_	
detrier	détrier	VERinf	infinitif	_	
detrïer	détrier	VERinf	infinitif	_	
detruise	détruire	VERcjg	conjugue	_	
detuert	détordre	VERcjg	conjugue	VerbForm=Fin	
deuancissent	devancir	VERcjg	conjugue	_	
deüe	devoir	VERcjg	conjugue	_	
deuenir	devenir	VERinf	infinitif	_	
deuenist	devenir	VERcjg	conjugue	_	
deuenist	venir	VERcjg	conjugue	_	
deuise	diviser	VERcjg	conjugue	_	
deuist	devoir	VERcjg	conjugue	VerbForm=Fin	
deullent	douloir	VERcjg	conjugue	_	
deult	douloir	VERcjg	conjugue	_	
deuoient	devoir	VERcjg	conjugue	VerbForm=Fin	
deuoir	devoir	VERinf	infinitif	_	
deuoit	devoir	VERcjg	conjugue	VerbForm=Fin	
deuroit	devoir	VERcjg	conjugue	VerbForm=Fin	
deusseons	devoir	VERcjg	conjugue	_	
deusseons	descendre	VERcjg	conjugue	_	
deussions	devoir	VERcjg	conjugue	_	
devaller	dévaler	VERinf	infinitif	_	
devancissent	devancir	VERcjg	conjugue	VerbForm=Fin	
devanra	devenir	VERcjg	conjugue	VerbForm=Fin	
deveingne	devenir	VERcjg	conjugue	VerbForm=Fin	
deveis	devoir	VERcjg	conjugue	_	
deveis	aller	VERcjg	conjugue	_	
deveis	voir	VERcjg	conjugue	_	
deveis	deviser	VERcjg	conjugue	_	
devéit	devoir	VERcjg	conjugue	_	
devem	devenir	VERcjg	conjugue	_	
deven	devenir	VERcjg	conjugue	VerbForm=Fin	
devendra	devenir	VERcjg	conjugue	_	
devendrai	devenir	VERcjg	conjugue	VerbForm=Fin	
devendrat	devenir	VERcjg	conjugue	VerbForm=Fin	
devendray	devenir	VERcjg	conjugue	_	
devendroit	devenir	VERcjg	conjugue	_	
devendrum	devenir	VERcjg	conjugue	VerbForm=Fin	
devendrunt	devenir	VERcjg	conjugue	_	
devenez	devenir	VERcjg	conjugue	_	
deveng	devenir	VERcjg	conjugue	VerbForm=Fin	
devenis	devenir	VERcjg	conjugue	_	
devenist	devenir	VERcjg	conjugue	VerbForm=Fin	
devenoient	devenir	VERcjg	conjugue	_	
devenoit	devenir	VERcjg	conjugue	VerbForm=Fin	
devenquirent	vaincre	VERcjg	conjugue	_	
devenra	devenir	VERcjg	conjugue	_	
devenrai	devenir	VERcjg	conjugue	_	
devenrai	venir	VERcjg	conjugue	_	
devenrai	deviner	VERcjg	conjugue	_	
devenrra	devenir	VERcjg	conjugue	_	
devenues	devenir	VERppe	participe passe	_	
devenus	devenir	VERppe	participe passe	_	
devenyr	devenir	VERinf	infinitif	_	
devenyr	venir	VERinf	infinitif	_	
deverait	devoir	VERcjg	conjugue	_	
